t_sl_Fa," y_sl_Fa"," t_sl_Fp"," y_sl_Fp"," t_sl_Fnu"," y_sl_Fnu"," t_dl_Fa"," y_dl_Fa"," t_dl_Fp"," y_dl_Fp"," t_dl_Fnu"," y_dl_Fnu"
2.2212510063585436," 0.24484661993906842","6.966925718416774"," -4.221103413647806","7.069787672314924"," -2.024610132967184","2.1986135621952068"," 0.290375495902226","6.900119685865591"," -1.43706839309429","7.023630043034439"," -1.9964744231629634"
2.2503655751441767," 0.14565338345354473","7.127055846737757"," -4.221103413647806","7.2297525476655045"," -2.029218194213831","2.2276362177190516"," 0.18309847291594683","7.059908514091782"," -1.43706839309429","7.183254648415588"," -1.9862811854187523"
2.2697752876679327," 0.05272234624109706","7.2871859750587396"," -4.221103413647806","7.389717423016083"," -2.033058245252704","2.2639145371238576"," 0.06182879475754466","7.219697342317972"," -1.43706839309429","7.342879253796735"," -1.9855261307710332"
2.3085947127154434," -0.04627049986768861","7.447316103379722"," -4.221103413647806","7.549682298366663"," -2.032290235044929","2.2881000833937284"," -0.029900833593041742","7.379486170544161"," -1.4388883020108127","7.502503859177882"," -1.9866587127426119"
2.381381134679527," -0.1541807177413339","7.607446231700707"," -4.223972639496561","7.709647173717243"," -2.024610132967184","2.3437268398144315"," -0.14456286903127458","7.539274998770352"," -1.43706839309429","7.66212846455903"," -1.9938317318959449"
2.5153081510934396," -0.23263355023442966","7.76757636002169"," -4.228481422973176","7.869612049067823"," -2.022306102343861","2.4525617980288503"," -0.24176942049216166","7.69906382699654"," -1.43706839309429","7.821753069940177"," -1.9938317318959449"
2.6230320556002837," -0.17492112173376162","7.927706488342673"," -4.230530870008001","8.029576924418404"," -2.023074112551636","2.583163747886153"," -0.19470321673138336","7.858852655222731"," -1.43706839309429","7.981377675321324"," -1.9908115133050677"
2.7089200335179013," -0.0812887182027291","8.087836616663655"," -4.235859432298545","8.189541799768982"," -2.024610132967184","2.677487378338649"," -0.08742619374510441","8.018641483448922"," -1.4342085362254693","8.141002280702471"," -1.9847710761233133"
2.8122767527069," 0.01625129767470246","8.247966744984637"," -4.24118799458909","8.34950667511956"," -2.014626000266116","2.786322336553068"," 0.030215758998302977","8.178430311675111"," -1.4313486793566481","8.30062688608362"," -1.9859036580948919"
2.925823570970869," 0.08298129312860025","8.408096873305624"," -4.249795672135354","8.509471550470142"," -1.9965777603834143","2.9314356141722926"," 0.08811802568698845","8.338219139901302"," -1.4313486793566481","8.460251491464767"," -1.996851950486822"
3.098327391025747," 0.07576723956601672","8.568227001626607"," -4.260452796716444","8.66943642582072"," -1.9639373265529994","3.0910602195534405"," 0.055892516805734926","8.498007968127492"," -1.427448874535529","8.619876096845914"," -2.0138406800605058"
3.264523054510404," 0.030679404799869525","8.72835712994759"," -4.2711099212975325","8.829401301171302"," -1.927072836579823","3.2506848249345883"," -0.003046242858663728","8.657796796353681"," -1.4201692388694385","8.779500702227063"," -2.0346046828727857"
3.4349645926096324," -0.00764525475135569","8.888487258268572"," -4.278897820029867","8.960281653730867"," -1.9009056316435062","3.4103094303157353"," -0.014918798762283414","8.817585624579872"," -1.4204292258575135","8.924613979846287"," -2.043665338645418"
3.5532425283012676," -0.01440842996627767","8.990388249018288"," -4.28572931014595",,,"3.569934035696883"," 0.010098372606058392","8.948321938583117"," -1.419092149918844",,
3.7372881952675927," 0.008779599342026767",,,,,"3.729558641078031"," 0.03935574251140728",,,,
3.8807814271396426," 0.008135487416795817",,,,,"3.889183246459178"," 0.033843484413297986",,,,
4.084583408639076," 0.030679404799869525",,,,,"4.048807851840326"," 0.007130233630153304",,,,
